,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
5040,-2.961,3.767,-5.552,,-0.356,0.019,-0.753,-0.651,0.77,-0.264,1.148,,-0.017,,-1.8106375,,2.8524923,G
5041,-0.971,1.934,1.781,,-2.573,-2.774,-0.791,2.191,1.192,-1.06,,1.345,-2.809,-1.872,-3.42105,-3.347287,1.0288789,B
5042,,2.092,5.706,-1.826,-0.911,-1.73,1.678,,,2.151,1.297,-0.4,,-0.438,-4.883858,-3.3138175,4.5926094,B
5043,,-4.615,-3.812,-0.495,-3.41,,,0.855,,0.98,,,-0.664,0.7,-0.45364973,-0.8121129,-0.5484171,A
5044,11.064,-5.379,-3.49,-3.686,1.868,1.904,1.417,-0.998,2.195,2.032,0.287,-1.253,0.022,,-9.471657,-2.1554,8.028275,A
5045,0.654,2.98,6.235,1.391,,0.026,-1.489,2.807,0.366,-1.208,0.915,-0.24,-3.113,-0.973,2.3251987,0.7723217,,E
5046,8.725,-5.502,-2.483,-3.378,1.826,,0.128,-1.073,0.692,0.169,0.338,0.092,-0.77,0.327,-8.757023,-2.004887,7.5178986,A
5047,-5.712,-3.988,-3.188,0.887,0.531,1.231,-0.771,1.574,-1.301,0.301,1.203,1.592,-0.916,0.043,0.46170545,0.9457479,,E
5048,,-2.043,0.216,9.158,-1.169,-0.086,4.062,-0.092,-2.531,-3.399,-0.543,-1.651,-0.121,0.314,,8.178774,-16.586058,A
5049,3.357,2.56,1.418,-1.369,-3.309,3.168,-0.741,-1.167,-0.231,-2.2,1.818,-0.165,-1.963,-0.564,-6.0283875,-0.108086824,8.062108,B
5050,0.963,,6.74,,-0.257,-0.128,0.516,-2.036,-1.725,-0.101,0.586,0.451,-0.862,,-9.075329,-3.582765,7.331528,B
5051,5.324,-3.513,0.459,11.109,-1.33,,0.231,,-0.473,-0.611,3.371,,-1.121,-0.136,22.357534,8.163835,-11.669051,A
5052,-4.967,-3.415,-3.348,1.867,,0.06,-0.49,2.118,-3.181,1.699,,1.024,-0.448,1.496,2.5679998,0.77382606,0.5375252,E
5053,-4.586,-3.991,-3.321,,-3.338,-1.163,-0.676,0.042,3.632,0.337,-1.739,3.011,-0.045,-0.153,7.2478414,2.072061,-8.04858,A
5054,,-4.765,-3.146,6.486,-3.144,2.352,,2.118,2.107,1.112,-1.44,4.164,0.327,-0.839,15.59533,7.826296,-12.328941,A
5055,,,0.614,-0.928,,-0.41,,-2.329,-0.271,,0.272,-1.688,0.219,-2.509,,-1.1984695,1.8505696,B
5056,,-1.028,0.508,-1.802,,1.007,,-1.221,,1.331,-2.123,-0.998,0.424,-0.572,-2.4649034,0.1157825,-0.6322777,E
5057,5.524,-2.815,1.609,10.777,0.033,,1.008,-0.421,-1.251,-0.409,3.905,-0.543,-2.214,-0.159,21.399681,,-10.636954,A
5058,,0.777,2.248,-0.207,-3.086,2.817,-0.438,-3.615,-1.887,,-0.835,-0.785,-0.07,-1.922,,1.9975564,0.47741508,B
5059,-0.844,-1.215,3.384,1.366,4.852,0.914,-2.925,0.142,1.099,-0.526,,-0.487,2.637,3.128,3.1013238,1.8909217,-2.2449229,E
5060,3.708,,-3.232,1.323,2.453,-0.08,-0.387,-0.284,1.194,0.394,-1.136,1.437,-1.256,0.232,4.1908774,1.6634086,-4.592408,G
5061,1.433,6.925,-5.312,0.763,2.081,-1.403,,-2.034,0.442,0.626,0.497,-0.155,1.728,-0.637,1.7714969,-0.46126086,-1.1841434,G
5062,,,,-4.305,1.054,-1.181,1.333,-0.623,1.412,0.084,-0.51,0.184,0.98,0.886,-9.063386,,5.446537,A
5063,0.465,4.362,1.945,-1.618,-2.402,-3.316,-0.314,2.344,1.064,-1.887,,,-1.132,-0.729,-2.1992898,-3.2798433,-0.26134634,B
5064,-5.082,,1.289,-2.676,0.237,-2.456,,0.344,,1.193,0.186,,-1.536,,-5.5240703,,3.2918677,G
5065,2.069,3.355,3.688,-2.565,-2.648,-1.652,,0.206,,-4.33,1.236,,0.368,,-6.5627174,-3.8773563,5.763795,B
5066,3.615,3.427,-0.52,1.631,3.549,-1.599,4.363,0.73,-1.475,0.586,1.313,5.539,,2.282,3.0587118,-0.23364353,-1.1125236,G
5067,2.598,-5.515,-2.406,2.088,1.186,2.847,-1.468,-1.228,,1.379,,,0.756,1.402,6.861001,5.140591,-8.003069,A
5068,-1.168,-2.019,,3.595,,2.183,-4.712,,2.196,-0.243,1.122,-0.266,-1.081,-0.154,6.479556,3.9367132,-2.3547444,B
5069,-0.32,5.917,-4.52,,1.224,-0.091,,,-0.58,1.267,0.313,0.511,-0.684,-0.7,1.3675382,,,G
5070,-0.76,1.948,5.265,-2.02,-5.765,1.775,-0.966,0.552,-1.532,1.499,-2.636,0.3,-1.338,0.652,-2.739013,0.66132164,-0.8107767,B
5071,6.342,-4.588,-2.093,-0.789,-0.134,,-0.117,-0.077,0.107,-0.107,0.313,-0.372,1.05,0.47,-2.1401901,,1.9854592,A
5072,-4.185,1.405,2.096,-1.241,0.001,,2.148,,4.398,-0.486,-0.926,1.886,0.182,-1.032,,,1.1258346,E
5073,-0.413,-0.423,4.843,-1.608,-0.862,,,,-0.084,2.14,0.948,-1.734,-0.101,-0.829,-4.6447005,-1.8612521,4.64502,B
5074,-2.312,-2.551,2.702,1.047,2.453,1.804,-2.815,-1.309,0.268,2.703,-0.643,-0.009,4.127,1.097,2.4213128,2.3586,-1.901393,E
5075,-3.08,2.069,6.086,-2.993,3.963,-1.123,,-2.755,0.571,-0.047,,-0.041,1.047,0.921,-6.5215406,-3.296287,4.2736845,E
5076,8.02,0.877,-0.693,5.575,-0.823,-1.534,4.205,2.742,-4.792,-1.833,-2.008,-1.125,1.0,-1.606,15.383473,4.8826776,-14.47262,A
5077,,,-1.159,-0.109,2.054,0.094,-0.422,0.163,0.059,-2.28,-0.584,-0.763,-0.081,,0.280657,0.25353044,-0.9440286,E
5078,-3.82,,1.847,-1.266,2.493,0.254,1.362,0.72,2.044,-1.618,,,-0.264,-0.399,-2.4098582,-0.6300782,1.0169891,E
5079,11.793,-3.156,-2.111,-4.251,0.144,-0.569,0.903,1.488,,0.795,0.652,-0.464,1.289,1.039,-10.2759075,-4.3759303,,A
5080,-1.891,0.918,2.812,0.084,0.81,-4.065,0.705,-0.102,,0.422,-1.629,3.298,-1.484,,3.1813345,-1.6645825,,E
5081,7.61,-3.901,-1.652,-2.378,-1.742,-3.31,-0.388,-1.282,0.13,-0.75,-1.683,0.182,-0.399,1.161,-2.7280035,-3.3059914,-1.5683262,A
5082,5.279,-2.667,,-1.625,-0.235,,-2.181,-1.57,-1.424,,-2.175,,,0.336,-0.28564024,,-4.2546644,A
5083,-8.201,-3.71,-2.672,-0.248,1.258,-0.736,1.192,0.189,-2.515,0.418,-0.039,-0.29,-0.418,0.256,-0.28124,-0.6571217,-0.13933328,E
5084,-3.013,0.414,3.444,-0.706,-2.894,-2.703,0.68,-2.931,-1.154,,-0.389,,1.489,-0.112,-0.32071617,-2.1134174,-1.3568699,B
5085,-2.105,-3.403,0.763,-0.645,-2.793,-1.019,-2.306,-0.535,0.893,2.774,0.714,1.258,-0.276,1.135,-1.8315175,,,A
5086,-1.271,,0.15,-1.411,-3.243,-1.801,,0.114,0.863,-0.681,0.972,2.577,0.806,-0.906,-3.5836992,-2.8363128,3.1860552,A
5087,0.787,6.197,,-1.318,-0.616,-0.495,-1.674,-2.906,0.552,2.242,0.469,0.714,,3.392,-3.3339887,-1.6884608,2.8532493,G
5088,-0.863,-1.468,4.537,2.74,4.108,-0.369,0.864,0.315,0.511,-0.443,-0.55,0.303,2.145,-1.704,7.0041018,2.4241912,-5.9739647,E
5089,-1.658,5.209,,-0.602,-1.014,1.33,-0.906,-0.503,1.617,0.028,0.284,0.004,1.495,,-2.1298375,0.16845217,2.4551742,G
5090,-2.655,0.765,2.282,0.312,,0.529,-1.607,-1.087,,-4.166,,,2.131,0.259,-1.140412,-0.25695652,3.3470595,E
5091,3.115,3.974,5.183,-2.276,-1.232,,-0.184,,,-2.471,0.83,-0.505,-1.003,-0.219,-7.3769407,-0.035808712,,B
5092,-1.487,0.877,1.776,,-2.086,,3.012,-1.328,1.618,1.464,0.096,,2.631,-1.415,-4.0479465,-2.2538085,,A
5093,-4.459,0.182,3.063,-1.898,-0.885,-1.242,2.932,0.24,2.961,1.51,-1.574,0.57,-2.173,,,-1.6478783,-0.8128078,E
5094,-1.087,4.293,-6.247,0.059,-0.271,0.828,-0.852,,2.546,,1.784,-1.401,-0.289,-2.213,-1.8782231,-0.31453913,4.069013,G
5095,-3.29,1.384,0.205,-1.889,-4.058,4.483,-0.239,0.349,,0.927,-0.829,1.23,0.117,-1.075,-5.1245537,1.5750346,4.4039097,B
5096,-0.152,-2.122,0.683,4.218,3.429,1.168,,2.46,-0.475,1.818,0.428,-1.722,0.93,0.79,8.94589,,-5.4753337,E
5097,-4.524,-2.867,-0.461,1.465,-3.786,,0.19,-3.148,2.582,0.022,,,-1.1,-0.257,,0.26093042,-3.1989648,B
5098,-2.793,-0.983,,0.634,4.935,,-0.501,-0.037,,-0.566,-1.517,0.221,-0.224,-2.189,3.2604375,0.7190695,-4.760967,E
5099,-3.35,1.379,-0.165,-3.336,-1.023,2.251,-1.779,1.506,3.236,0.285,-2.233,3.08,1.072,-0.314,-6.341065,-0.38475645,2.534958,B
5100,5.853,,-1.317,-1.97,0.981,-2.387,0.945,-3.58,,0.06,-0.593,,0.468,1.01,-3.1590433,-2.9135914,,A
5101,-1.187,-2.167,1.345,2.584,-0.854,-2.172,4.851,0.786,9.074,,-0.406,-1.309,2.42,-1.034,7.128516,1.0883306,-6.5882826,A
5102,-3.254,1.267,4.407,-2.658,3.331,-3.062,-0.532,-1.672,0.115,,-0.026,1.821,-1.42,-2.093,-5.0669985,-4.2154956,2.436764,E
5103,-6.635,0.474,-3.376,-1.234,,,,-1.629,0.737,0.15,0.727,-1.133,-0.809,0.622,-3.5713854,-1.4146,3.5776072,G
5104,-2.484,-1.512,2.371,-0.956,2.836,-3.432,,-1.496,-0.932,-0.269,-0.188,3.064,-0.941,-0.209,-0.8414496,-2.886852,-0.9998143,E
5105,-2.547,0.156,4.62,-2.319,1.902,-2.377,-1.116,-0.664,2.362,-2.617,1.794,0.76,0.361,-2.671,,-4.3939304,6.0146294,E
5106,10.234,-6.188,,-1.357,,1.229,-0.88,-0.431,0.842,1.949,0.022,0.695,-1.887,-0.477,-3.5890205,-0.42144343,3.1280377,A
5107,,-4.114,-2.38,-3.176,1.458,1.02,1.518,0.66,-0.068,0.106,-0.054,-1.043,,0.304,-7.6542234,-2.0963655,,A
5108,4.568,-3.433,1.665,8.162,0.227,1.345,0.05,-1.881,0.47,1.816,5.636,-0.147,-1.27,0.78,12.971618,5.145982,-1.4034967,A
5109,8.546,,-1.294,-2.566,0.677,-2.132,-0.852,-1.136,0.779,-1.072,1.0,-1.558,-1.134,0.832,-6.17007,-4.061774,4.9736204,A
5110,1.686,7.22,-3.594,2.581,1.906,,1.137,-0.031,2.036,-0.446,-2.413,-0.419,-0.66,0.672,9.21716,1.8062696,-10.952383,G
5111,-5.358,-3.095,-3.42,0.299,-2.599,1.263,,2.297,2.141,0.295,-1.903,2.541,0.681,-1.913,2.0974169,1.993974,-3.5571322,A
5112,-6.319,,-2.502,-0.949,1.542,-0.56,-1.44,,-0.242,,0.151,-1.963,0.204,0.481,-2.1491866,-1.2506696,1.5423157,E
5113,1.652,,0.712,-2.018,-0.616,-3.762,-0.816,-0.412,,0.242,0.176,2.127,1.674,-2.278,-3.5382683,-4.1973567,1.3156247,A
5114,-2.17,-1.507,2.283,-0.118,-0.206,,,-2.502,1.293,1.236,,,0.06,-2.3,0.7136375,2.9615912,,A
5115,-0.99,2.245,2.536,-0.111,-2.527,-0.899,-1.643,3.164,2.607,,-0.952,,,-1.809,0.9766691,,-2.3341212,A
5116,-3.142,,2.944,-2.274,3.799,-0.276,,,0.924,-2.564,0.501,-0.174,1.226,0.148,-5.654185,-2.3985128,,E
5117,9.531,-3.426,-1.189,-1.964,-0.124,-0.19,-0.532,1.357,-0.003,0.094,-1.822,1.319,-0.783,-1.774,-2.7165117,,-0.52364683,A
5118,-5.577,-4.302,1.227,0.358,3.328,1.194,0.204,0.44,1.198,-2.177,-2.717,0.173,-0.252,0.151,3.0462775,2.405539,-5.3580394,E
5119,-2.774,-2.123,-0.62,4.915,-2.637,-2.253,2.338,-0.345,4.198,,-1.265,-0.794,2.529,-2.593,13.385142,3.4903388,,A
5120,-2.323,-1.043,1.932,,-1.279,,-0.995,-5.203,-0.569,1.244,-3.313,-0.798,-2.484,,,,,A
5121,0.728,7.975,,1.254,1.887,,,,-0.069,2.2,,-0.647,0.332,-0.549,3.810663,0.06435646,-3.8716953,G
5122,-2.011,,1.743,3.624,3.023,0.112,,0.013,0.832,-1.65,-0.168,0.494,0.92,1.661,,3.3046956,-6.3732452,E
5123,-4.973,2.076,,-1.598,0.666,1.448,0.979,-0.202,-1.192,0.055,2.948,-0.677,2.041,-1.271,-7.056679,-1.9441739,,G
5124,2.567,,-2.381,-0.556,-0.867,-0.871,-1.34,-0.51,-1.797,-1.192,0.765,1.314,-0.104,-1.307,-1.7261684,-1.4079739,1.9282207,A
5125,-4.689,0.415,-4.768,-0.806,-2.359,1.655,-0.897,-1.387,0.56,-0.854,1.236,-1.175,-0.412,0.942,-3.6367927,-0.2773217,4.9473286,G
5126,-0.211,,5.53,-1.226,0.011,0.161,-0.763,0.952,0.91,1.289,1.75,-0.393,,-3.421,-4.5890374,-1.8326782,5.7312846,B
5127,-7.733,-2.806,,-0.924,,-0.094,,2.063,-2.255,0.343,-0.779,,0.748,0.37,-1.3521638,-0.47621742,,E
5128,12.496,-5.616,-3.069,-2.88,,,0.538,-0.195,2.0,1.613,1.135,-1.271,,,-8.2962265,-2.1108785,8.151982,A
5129,8.24,-1.659,-0.288,-3.379,0.39,-0.948,-0.606,1.629,-2.097,-0.738,0.263,0.035,,-1.991,-7.748968,-3.6621478,5.611371,A
5130,-2.43,1.442,6.985,,3.487,2.775,-1.956,0.688,3.472,,0.775,,-0.732,0.483,-4.421303,,5.3490286,E
5131,-0.654,0.323,3.403,-1.717,2.811,0.594,-2.107,0.76,1.52,-3.324,0.049,-1.344,1.092,-1.876,-4.228491,-1.1454347,3.3772297,E
5132,5.684,-2.582,1.436,,-1.063,,4.178,-3.206,1.546,1.7,-0.33,-2.175,-0.058,,-5.7725863,1.2212,5.515989,B
5133,-6.877,-3.606,-1.258,,,0.104,-0.953,0.737,-2.263,,-1.816,-1.867,0.821,1.199,,,-2.2087572,E
5134,8.005,-5.503,-2.288,-1.963,1.175,1.078,-0.658,-1.369,0.162,0.3,,0.938,-0.585,,,-0.75645226,2.8743243,A
5135,,-3.507,-2.616,-0.418,1.108,-0.072,1.767,1.224,0.656,-1.273,0.365,1.209,0.031,,-1.2962704,-0.58946955,1.400212,E
5136,4.26,-4.099,-1.814,-1.658,0.59,-0.962,-1.121,-0.085,-1.873,,-0.294,0.092,-0.131,-0.847,-3.2202933,-1.898313,1.5698853,A
5137,-5.181,-1.596,0.658,0.051,-4.377,,,-1.225,-0.932,-0.81,-0.301,-0.863,0.102,0.612,0.72227997,-0.37119126,-1.283936,B
5138,-1.087,-0.701,2.374,0.7,-2.066,-3.977,-1.974,1.369,-2.125,,1.374,-1.252,0.63,-1.992,1.6686012,-2.5622783,-0.9635985,A
5139,-4.242,-4.014,,0.598,3.383,-0.905,-0.143,-0.196,-1.716,-1.645,-0.275,-1.698,,-0.391,1.9645272,,-2.1542914,E
5140,7.333,-5.305,,-0.683,1.679,-0.039,1.262,-1.674,-0.988,2.303,-0.73,0.03,3.052,1.59,-0.8607346,-0.25650433,-0.36069965,A
5141,1.648,-3.158,,3.779,,4.384,-2.378,-0.634,1.788,0.835,1.382,,-0.11,-0.516,5.8907247,5.3458605,-0.7070136,A
5142,-6.969,-3.029,-2.621,0.017,-0.7,-0.137,-1.027,0.314,-1.873,,-1.893,-1.952,0.033,0.627,1.9201926,0.8672783,-3.9704084,E
5143,-3.573,-0.075,-1.658,-1.16,-2.84,6.375,1.452,0.353,,0.743,-1.223,0.112,,-2.311,-3.7111187,3.5887914,3.6020396,B
5144,11.315,-6.259,-1.995,-2.733,2.609,-0.472,0.511,-1.753,1.68,1.348,1.869,-1.316,-1.383,0.174,-7.9737806,-3.5984087,8.100947,A
5145,1.988,-0.906,0.617,,0.617,2.223,,0.646,-0.451,1.07,,,4.642,0.065,1.6566436,2.318113,-0.47087416,B
5146,-0.27,2.327,,-1.397,,-2.414,2.722,-1.878,2.092,3.82,1.943,-2.624,2.399,-0.298,-4.279179,-3.6892085,,B
5147,-2.732,-3.109,0.941,-0.416,,0.618,,0.693,1.397,0.477,0.505,1.272,,,-1.6664279,-0.22512177,2.1296024,E
5148,-2.246,-1.892,4.625,1.677,4.035,-0.825,0.222,-1.381,-0.312,3.027,-1.281,1.052,1.795,-0.775,5.409138,1.5766696,-5.9672914,B
5149,-7.777,,,0.219,-0.184,-0.019,-0.91,0.527,-2.134,-0.754,-1.01,-0.41,-0.345,,1.4917746,,-2.4368718,E
5150,,-0.078,0.527,7.052,-0.288,-1.153,5.208,-0.014,-4.345,-3.581,-0.764,,0.126,-0.535,17.466076,,-14.181162,A
5151,-5.76,-2.56,1.206,-0.288,2.172,-0.714,-2.019,-0.801,0.027,-1.686,-0.702,-1.95,0.683,-1.001,0.26063278,-0.349513,-1.4070994,E
5152,-6.469,-2.224,,-0.775,0.897,-3.546,-1.001,2.922,-0.663,0.428,,-0.17,-0.412,0.362,-1.3552458,,0.6647967,E
5153,4.525,-2.785,1.913,2.624,,,,0.453,-1.249,3.237,4.801,-0.898,1.453,,1.7861414,-0.7496433,4.676283,B
5154,2.466,4.835,5.519,-1.412,-0.259,-1.401,0.238,,,-1.253,0.778,1.054,-1.941,-1.385,-3.5367947,-2.490591,3.05249,A
5155,0.564,,4.27,,,-0.424,-1.18,0.542,-0.16,2.145,-1.927,2.871,0.275,,-4.177458,-1.6355565,0.3066492,B
5156,,-3.894,-2.448,3.922,-1.954,-0.97,-0.673,-0.65,,-1.268,0.4,-0.005,-1.595,0.009,,2.6048696,,A
5157,,-1.74,0.065,0.444,-2.91,2.477,-1.29,2.555,2.513,-0.472,-0.958,2.665,-0.237,,1.0970424,2.411739,-1.0900884,A
5158,-7.028,,,,2.172,1.041,0.378,0.647,-3.441,,0.418,-0.894,0.649,0.269,-1.3259733,0.23413911,1.9339868,E
5159,-5.808,,-4.53,-0.735,,1.474,,-0.247,-0.132,,2.224,,1.453,-0.185,-4.3665333,-0.8186087,6.7211676,G
5160,1.811,-0.649,1.493,7.071,-4.722,-3.664,,-0.812,0.641,-2.167,1.073,,,-0.119,16.601439,3.3228781,-12.103937,A
5161,-1.769,5.174,-3.678,0.181,-0.267,-1.146,1.936,0.987,1.497,,0.764,-0.623,-0.791,1.026,0.07640004,-0.93878263,0.5063598,G
5162,-3.14,,3.813,-3.617,0.512,,,1.085,0.285,0.855,2.895,1.962,-2.8,-2.058,-10.596307,-5.6300783,10.896078,E
5163,,7.518,-4.524,,2.695,-0.573,-0.43,,0.911,0.157,,0.541,0.419,1.846,4.6947956,1.533374,-5.6949167,G
5164,-2.464,-1.878,0.662,-0.652,-0.436,,-0.19,-2.072,,2.974,-3.621,2.824,3.747,-2.092,1.293325,2.4993825,-4.9535804,B
5165,-4.687,-0.599,-2.015,-1.982,-1.62,0.283,,1.604,-2.378,0.789,0.801,-0.514,0.612,0.102,-5.4624934,-1.943313,,B
5166,-0.854,-0.025,,,-1.124,-0.799,-2.583,,-1.471,,1.124,-1.088,1.528,-2.613,1.3415006,-0.24866086,0.20271945,A
5167,,-3.535,-1.726,-3.467,-0.022,-1.881,0.226,0.088,-1.583,0.257,,-0.418,1.341,-1.632,-7.7367635,-4.3778257,5.3799896,A
5168,3.323,9.57,-3.249,0.964,,-0.629,0.749,,0.316,,-2.135,,-0.591,2.267,,1.5026696,-6.3773246,G
5169,-7.829,-2.848,-2.574,-0.727,-1.008,-1.334,0.662,1.643,-1.304,,-0.398,1.047,-1.385,1.009,,-1.2701043,-0.45132667,E
5170,-2.551,0.928,3.173,-0.197,-2.041,,,1.412,3.9,2.106,-1.414,-1.653,-1.398,3.188,1.4607394,-0.4590435,-3.5709116,B
5171,-6.029,-3.17,-2.095,,2.513,-0.537,2.347,1.831,-1.578,0.626,2.767,2.172,0.013,1.809,-0.22247362,-0.85463476,3.6308894,E
5172,-6.164,-2.841,-0.105,0.387,0.446,0.337,-2.808,0.956,-0.312,,-0.54,-1.517,-0.178,,1.3021188,0.81516516,-1.532192,E
5173,-0.57,2.65,6.231,-2.335,0.276,,0.326,-0.564,-0.088,-1.367,-0.672,-0.44,0.701,-0.438,-4.715537,-1.7687305,2.4911814,A
5174,-1.778,0.015,1.332,-1.346,1.221,,3.722,0.222,,0.061,0.955,,-1.064,-0.066,-3.4205635,-2.7644782,3.0491123,G
5175,1.067,1.239,0.923,0.971,,,,-0.375,0.328,1.745,-2.173,1.271,2.882,0.322,4.7543163,1.1957653,-6.8104305,A
5176,2.901,1.607,4.254,5.027,,-1.023,,1.627,-3.143,2.302,-0.707,2.484,0.015,1.284,12.677626,,,B
5177,-5.831,-1.484,0.957,-0.922,0.596,-0.608,0.611,-0.292,1.648,-2.245,0.007,0.187,0.157,-1.53,-1.9305757,-1.1858696,1.1726006,E
5178,-3.528,,2.236,,-2.607,0.141,2.39,1.074,2.641,,-3.233,-2.254,-1.282,0.549,-0.050168753,0.5142,-4.2097855,B
5179,-2.434,,4.107,-1.877,-2.69,-4.291,,1.496,2.957,3.355,-0.285,-1.323,-2.367,2.111,-2.5819745,-4.177452,-0.20347214,B
5180,9.149,-5.225,-2.657,-2.747,2.456,0.525,0.754,,,-0.042,0.564,,-0.322,1.0,-7.087947,-2.3395479,6.1154943,A
5181,1.498,,-4.24,0.807,1.146,0.037,-1.706,-1.317,0.825,-0.083,0.449,-1.656,0.193,-0.258,1.4206507,0.50235647,-0.42137963,G
5182,,-5.242,,0.173,,0.529,-0.306,-0.17,-1.038,-1.135,-0.129,-0.897,-0.987,1.322,0.34206906,,-0.21062031,E
5183,-0.753,1.769,1.902,-2.107,-0.742,-2.159,1.986,0.002,-0.56,-2.548,2.224,2.924,-1.991,-0.798,-6.2834816,-4.2862263,6.6742234,E
5184,,0.842,2.235,2.121,,6.715,1.18,1.829,-0.275,-0.096,0.507,-0.46,-0.117,1.274,2.0915475,5.7972264,,B
5185,,-3.111,-0.552,4.532,-0.727,1.157,-3.27,-0.587,-1.388,1.624,4.068,0.465,-1.422,-0.711,,2.6489394,1.397213,A
5186,-4.179,-1.948,-1.632,-0.159,-4.298,4.947,-0.784,1.442,-1.257,0.956,-2.538,0.277,0.035,2.257,0.3749454,,-1.6871986,B
5187,,0.658,,-2.358,-3.038,-1.324,1.859,-0.109,-1.375,1.792,1.435,-2.037,-1.028,-1.153,-6.3899164,-3.5906348,6.033042,B
5188,,-1.288,-0.022,11.026,-1.176,-0.203,,,-2.276,,0.22,-1.005,0.633,-0.674,25.384167,9.351687,,A
5189,-8.456,-4.001,-1.149,,1.425,,0.472,0.739,-1.0,-1.074,,1.301,-1.047,,-3.759794,-1.062,3.2802386,E
5190,,1.114,2.857,-2.924,,-1.439,,-1.366,0.495,-0.79,-0.529,0.561,,,-5.7583213,-3.1813478,2.914367,E
5191,-1.977,4.634,0.127,-2.175,,1.213,0.535,-0.65,-0.081,-1.97,,0.03,-1.781,-0.583,-5.3552384,-1.080313,4.2389827,G
5192,,0.084,-0.545,5.206,-1.917,-4.372,3.006,,0.179,,-1.551,-2.056,4.758,-1.793,15.070425,2.5584602,-14.762843,A
5193,-6.373,-3.786,-2.205,0.513,3.138,,-0.165,1.278,-2.494,1.753,,-2.515,-0.259,,1.887891,-0.05530438,-2.2505054,E
5194,1.453,4.005,1.315,-1.463,,-1.132,4.736,3.254,-0.438,1.178,3.44,-0.137,-1.189,3.619,,-3.685948,8.730996,E
5195,,6.196,-1.575,-1.146,0.351,3.332,-0.574,0.221,,-0.98,1.345,1.84,,0.76,,0.42294788,6.830234,G
5196,-6.527,-1.128,,-1.635,-0.465,-1.702,1.111,2.057,1.638,1.797,-0.366,-0.384,-2.811,,-2.8407805,-2.3059304,0.90433794,E
5197,-0.788,-2.479,-0.066,4.295,-5.241,-2.908,-2.642,-1.873,-0.776,0.907,-0.08,-0.263,-2.823,1.524,,1.9537739,-9.284321,A
5198,-8.062,-4.603,-3.001,0.44,1.664,,0.253,0.326,,,-0.496,-1.171,-0.641,,1.7330351,0.20584345,-2.188702,E
5199,,-3.996,-2.746,-3.54,-0.041,-2.494,-0.522,0.574,0.558,-1.293,-0.249,-0.07,0.891,0.199,-7.089896,-4.516304,3.8370998,A
5200,11.297,-5.401,-2.627,-3.435,1.869,0.472,,-0.599,1.497,,2.263,-2.523,,,-10.307853,-3.8131042,10.697923,A
5201,1.233,6.878,-3.885,3.196,1.556,-2.336,0.687,0.025,-1.292,1.801,-2.605,-1.587,-0.402,0.995,10.731941,2.6077652,-12.201197,G
5202,-4.2,-0.695,2.833,-1.649,2.79,-1.93,-1.455,-0.721,-0.117,-1.958,-0.913,0.916,0.582,-1.104,,-2.1897304,-0.33337498,E
5203,1.403,7.276,-1.919,-1.567,0.044,-1.604,1.726,0.919,1.093,,1.928,-2.215,0.764,-2.727,-4.939028,-3.3224697,5.5224304,G
5204,,4.05,2.055,-2.439,-4.307,-3.022,,1.955,,,0.426,-0.398,-0.583,1.131,-5.0116024,-4.224052,3.0138211,B
5205,0.499,1.036,6.212,-1.859,-3.666,-1.692,,-3.544,-1.721,4.083,-1.043,-0.918,-0.471,,-2.7071767,-2.1588957,-0.0897944,B
5206,3.675,8.744,-2.168,1.84,1.874,1.296,,0.678,0.111,0.929,-3.006,0.108,-0.98,1.937,,3.901339,-8.376221,G
5207,0.255,0.519,6.851,0.356,-1.24,-0.039,5.149,,,,0.58,1.07,-0.583,2.104,0.27599275,-0.0023304224,0.55555403,B
5208,-3.656,4.347,-5.294,-1.054,-0.903,-0.724,0.308,,1.573,-0.392,-0.342,-1.561,0.987,-0.65,-1.8579612,-1.2002957,0.60932016,G
5209,1.233,1.024,2.443,0.566,0.481,7.044,-2.332,1.956,1.259,0.799,0.554,2.811,2.818,-0.094,-1.668085,4.627739,4.745841,B
5210,1.366,,2.603,-0.529,-1.95,-2.909,-1.302,-0.04,-0.756,2.805,-0.819,-0.387,3.452,-1.761,0.5769272,-1.8753479,-2.6638784,A
5211,-7.627,-4.373,-2.19,-2.117,1.143,-0.12,2.792,,-0.801,-0.068,1.704,1.644,-0.134,-0.153,-6.509874,-2.7605913,6.956024,E
5212,-1.943,0.782,3.095,0.582,-0.133,1.071,,-0.623,2.532,2.365,-3.424,-1.764,-0.072,1.919,4.29223,2.8737392,-7.254128,E
5213,-1.222,-1.488,2.383,,-0.813,-2.449,-2.554,-1.865,0.184,0.444,-0.882,3.63,2.603,,,0.80474806,-7.066508,B
5214,0.674,3.473,,-2.867,-3.28,3.444,0.137,-0.363,-0.484,0.675,-1.755,-0.148,-1.233,1.07,-6.1317687,,3.4921575,B
5215,-0.111,,0.153,-2.581,0.214,-0.458,-1.167,,1.251,-0.425,-0.131,1.014,,-2.235,-5.689761,-2.466165,3.7833757,G
5216,-1.179,,-1.899,0.94,2.932,-0.445,2.645,-0.904,-1.367,1.483,1.72,,0.375,2.185,0.66471505,-0.31373912,1.6286755,G
5217,,-5.131,-0.605,-1.948,-1.202,-1.484,-1.92,-1.281,1.911,-0.097,,2.298,0.393,0.28,-0.646441,-0.9090607,-4.720194,A
