id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
37530,14.0,42.0,3.0,,,0.07,4.35,23.45,4.92,0.0,9.0,0.07,0
37531,,,83.73,127.98,0.727,0.36,,23.3,4.65,,9.0,,0
37532,,,38.83,22.19,0.25,0.92,,22.13,2.42,0.0,9.0,0.42,0
37533,14.0,855.0,61.07,42.73,,0.57,8.2,13.88,2.43,0.94,7.57,,0
37534,19.0,1571.0,82.68,73.1,0.105,0.05,19.32,22.55,1.3,0.0,5.0,0.0,0
37535,19.0,,28.47,25.75,0.737,0.21,10.3,,4.23,0.0,9.0,0.53,0
37536,11.0,738.0,67.09,,0.636,0.09,9.7,16.1,1.89,0.0,,0.91,0
37537,,413.0,16.52,13.35,0.8,0.48,5.47,23.07,5.4,0.0,9.0,,0
37538,11.0,953.0,86.64,,,0.36,13.2,20.5,2.64,0.0,9.0,0.45,0
37539,32.0,1050.0,32.81,38.81,0.375,0.19,,23.68,8.94,0.71,,0.06,0
37540,13.0,269.0,,,0.154,0.23,7.95,21.37,3.98,0.0,9.0,0.46,0
37541,88.0,5501.0,62.51,41.29,0.011,0.99,10.45,21.0,2.63,0.11,8.99,0.65,1
37542,19.0,,56.63,63.36,0.421,0.58,7.47,,2.83,,8.42,0.79,0
37543,11.0,448.0,,53.51,,0.55,9.38,21.7,4.81,0.0,9.0,0.55,0
37544,14.0,722.0,51.57,,0.643,0.29,,16.65,2.49,0.0,9.0,0.86,0
37545,13.0,661.0,50.85,42.15,0.231,0.31,0.05,18.73,6.56,1.8,8.31,0.62,0
37546,13.0,13701.0,,90.13,0.154,1.0,20.08,23.67,1.17,0.0,10.0,0.0,0
37547,21.0,1788.0,85.14,215.98,0.19,,13.72,,3.75,,11.0,0.67,0
37548,,1799.0,128.5,111.47,,0.36,7.23,20.28,3.33,0.5,,0.43,0
37549,23.0,,46.0,42.16,0.435,0.57,9.48,20.13,3.85,0.0,,,0
37550,11.0,,68.82,,0.273,0.27,7.85,,2.2,,,0.45,0
37551,27.0,1656.0,61.33,60.3,0.407,,15.62,,2.49,,8.93,0.26,0
37552,,1591.0,37.88,,0.119,1.0,12.5,17.95,,0.0,9.0,1.0,0
37553,17.0,1241.0,73.0,91.75,0.706,0.47,10.35,17.22,1.75,,9.0,1.0,0
37554,11.0,150.0,13.64,,1.0,,13.43,19.08,1.81,0.0,9.0,0.82,0
37555,15.0,930.0,62.0,,0.467,0.33,11.77,22.9,,0.0,9.0,0.8,0
37556,96.0,27149.0,,591.58,0.01,0.96,0.98,23.83,5.2,0.0,9.0,,0
37557,,1601.0,,141.39,0.364,0.45,11.0,,3.68,2.38,,0.73,0
37558,,514.0,,41.46,0.833,0.42,,19.78,,0.0,9.0,0.58,0
37559,14.0,1537.0,,201.49,,0.29,5.87,12.72,3.03,2.04,6.0,0.29,0
37560,11.0,319.0,,28.82,0.818,0.64,18.43,22.75,1.16,0.0,9.0,,0
37561,,2558.0,232.55,471.93,0.364,0.55,9.37,20.67,4.47,1.92,7.55,0.27,0
37562,,418.0,32.15,19.23,0.231,0.69,9.4,18.93,,0.88,8.54,,0
37563,17.0,,61.53,64.11,0.765,0.29,13.07,22.38,2.38,0.0,9.0,0.94,0
37564,11.0,666.0,60.55,,0.182,0.27,10.0,20.43,3.09,0.0,,0.18,0
37565,19.0,106.0,,,,0.05,,13.57,1.65,0.0,7.0,0.58,0
37566,14.0,905.0,64.64,57.82,0.429,0.36,7.72,20.8,3.51,0.0,9.0,0.57,0
37567,13.0,768.0,,,,0.31,,20.48,,0.0,9.0,0.38,0
37568,11.0,571.0,51.91,46.02,0.545,0.64,11.4,19.5,,0.0,9.0,0.82,0
37569,,,69.07,98.16,0.143,,9.45,20.78,4.33,1.04,8.0,0.64,0
37570,11.0,730.0,66.36,58.09,0.636,0.36,,23.02,4.4,0.0,,0.64,0
37571,,,46.92,42.01,0.667,0.42,7.05,18.93,4.24,0.0,9.0,0.5,0
37572,11.0,424.0,,23.3,0.455,0.73,10.55,22.57,3.55,0.6,8.82,0.45,0
37573,,,96.83,74.96,0.1669999999999999,0.5,8.63,15.9,2.87,0.43,8.0,,0
37574,,127.0,11.55,4.84,0.182,0.27,15.23,22.32,2.47,,9.0,0.18,0
37575,,351.0,,21.88,0.5,0.25,8.47,,4.84,0.0,9.0,0.25,0
37576,17.0,613.0,36.06,28.36,0.706,0.35,2.78,23.13,5.33,,,0.53,0
37577,17.0,942.0,55.41,61.19,,0.18,14.57,17.67,1.06,0.59,8.71,,0
37578,13.0,,63.77,42.25,0.308,0.62,8.93,18.03,2.5,,9.0,,0
37579,21.0,546.0,26.0,,0.3329999999999999,1.0,,16.9,,0.0,9.0,1.0,0
37580,,2912.0,242.67,350.15,,0.58,1.3,23.13,9.02,0.0,,0.0,0
37581,11.0,11907.0,1082.45,112.1,0.091,,20.15,23.53,1.14,0.0,10.0,0.0,0
37582,11.0,537.0,,36.06,0.545,0.36,,,,0.52,8.55,0.55,0
37583,12.0,,49.75,,0.25,0.08,11.32,21.5,,0.0,5.0,0.67,0
37584,,1555.0,141.36,220.48,,0.55,11.45,21.87,,,8.45,0.91,0
37585,11.0,297.0,27.0,14.97,0.545,0.45,8.05,,,0.0,,0.36,0
37586,23.0,1273.0,55.35,,0.304,0.43,6.23,,4.73,1.46,8.04,,0
37587,11.0,,52.36,34.65,0.455,0.09,9.53,16.55,2.42,0.0,9.0,0.91,0
37588,23.0,147.0,,2.19,0.217,0.09,,21.28,2.82,,6.0,0.78,0
37589,11.0,711.0,64.64,,0.364,0.18,8.95,,4.66,0.47,9.27,0.27,0
37590,14.0,2142.0,153.0,242.74,0.429,0.5,2.68,23.25,7.11,0.73,8.71,0.29,0
37591,,1453.0,121.08,210.01,0.3329999999999999,0.08,7.05,20.07,4.55,0.0,9.0,0.58,0
37592,12.0,90.0,7.5,3.8,0.25,0.5,16.53,18.17,0.54,0.0,,0.92,0
37593,12.0,511.0,42.58,35.74,,0.67,7.65,21.72,4.76,0.0,9.0,0.33,0
37594,11.0,524.0,47.64,,0.455,,7.87,18.15,3.73,0.93,8.45,,0
37595,12.0,842.0,,,0.3329999999999999,0.08,9.15,,4.7,0.0,5.0,0.08,0
37596,17.0,558.0,32.82,,0.176,0.35,9.28,19.33,3.56,0.0,,0.76,0
37597,13.0,,63.62,69.18,0.385,0.77,10.48,17.95,1.87,0.52,8.46,1.0,0
37598,12.0,,1057.0,93.42,0.25,1.0,20.13,23.53,,0.0,,,0
37599,17.0,632.0,37.18,40.46,0.176,1.0,17.17,18.53,0.49,0.0,,0.65,0
37600,11.0,720.0,65.45,47.35,0.727,0.45,11.4,18.67,,1.81,5.45,0.36,0
37601,11.0,,59.91,67.51,0.636,0.55,8.82,21.4,4.53,0.6,8.82,0.64,0
37602,72.0,2871.0,,0.33,0.0139999999999999,0.01,15.55,23.43,,0.0,9.0,0.38,0
37603,17.0,966.0,56.82,60.02,0.294,0.71,7.52,,,0.0,9.0,0.41,0
37604,,,24.25,,0.688,,1.12,22.58,5.62,,9.0,0.56,0
37605,12.0,657.0,54.75,57.48,,0.83,9.68,,3.53,,8.83,,0
37606,16.0,,62.44,,0.5,,4.88,20.6,6.25,0.0,9.0,0.13,0
37607,,1090.0,99.09,,0.545,0.64,,20.42,2.72,0.9,8.73,0.91,0
37608,34.0,1157.0,34.03,,0.765,0.5,11.7,,,0.34,8.94,0.79,0
37609,15.0,668.0,44.53,46.79,0.6,0.33,,,6.62,,8.87,0.27,0
37610,,,60.94,59.58,0.111,0.91,10.07,18.82,1.71,0.0,9.0,,0
37611,35.0,9085.0,,610.4,0.086,0.17,1.5,23.28,8.93,1.06,7.23,,0
37612,116.0,4301.0,37.08,4.67,0.017,0.01,0.58,23.05,8.19,0.0,,,0
37613,84.0,3372.0,40.14,,0.024,0.99,9.4,19.13,3.31,0.39,8.18,,0
37614,13.0,1207.0,92.85,24.23,0.077,0.23,12.93,,0.36,0.55,8.85,1.0,0
37615,20.0,535.0,26.75,19.46,0.15,0.95,10.15,11.42,0.41,0.0,9.0,1.0,0
37616,16.0,1104.0,69.0,,0.75,0.31,9.87,20.72,3.25,0.0,9.0,0.88,0
37617,,1740.0,49.71,52.63,0.7709999999999999,0.46,,20.78,2.69,0.0,9.0,,0
37618,11.0,2829.0,,252.03,0.364,0.09,1.27,21.27,,0.0,11.0,0.36,0
37619,,977.0,13.38,13.96,0.753,0.64,0.25,,,0.0,9.0,0.34,0
37620,,347.0,,35.31,0.273,0.73,4.28,,4.76,1.4,8.18,0.64,0
37621,13.0,81.0,6.23,2.01,0.308,,8.9,13.42,1.51,0.0,8.0,0.69,0
37622,12.0,978.0,81.5,58.29,0.1669999999999999,0.08,,21.4,4.57,0.0,11.0,0.5,0
37623,28.0,3928.0,140.29,136.73,0.536,0.21,5.53,21.32,5.74,,5.75,,0
37624,12.0,342.0,28.5,21.87,0.917,0.67,,,5.96,0.0,9.0,,0
37625,19.0,1090.0,,42.32,,0.47,9.72,18.72,,0.85,8.95,0.79,0
37626,,1239.0,,43.96,0.8079999999999999,0.46,13.37,20.8,,0.0,,0.69,0
37627,19.0,2302.0,,,0.158,0.47,8.83,21.47,,2.05,6.89,0.37,0
37628,13.0,37.0,2.85,0.38,0.154,0.08,12.27,23.85,3.2,0.0,9.0,0.08,0
37629,,303.0,,18.51,0.091,0.91,3.7,19.47,6.79,,9.36,0.27,0
37630,14.0,1027.0,,150.15,0.643,0.36,0.95,23.3,6.58,0.0,9.0,0.5,0
37631,21.0,,66.76,61.07,0.3329999999999999,,12.25,19.55,2.08,0.0,9.0,,0
37632,,579.0,,80.97,0.273,0.27,10.32,,1.75,0.0,,,0
37633,19.0,,82.32,,0.158,0.63,8.67,18.27,3.65,,8.68,,0
37634,,493.0,41.08,,,0.17,16.87,20.43,1.17,0.0,9.0,0.25,0
37635,19.0,956.0,,57.08,0.421,0.47,,22.93,,1.89,8.32,0.37,0
37636,13.0,758.0,58.31,44.53,0.308,0.62,11.85,,4.36,0.0,9.0,0.46,0
37637,28.0,,46.25,,0.036,1.0,16.92,21.17,,0.0,9.0,0.32,0
37638,,1207.0,,,,,7.78,15.32,1.81,0.95,8.68,,0
37639,21.0,1837.0,87.48,,,,7.3,21.15,4.51,0.3,8.9,0.29,0
37640,23.0,9682.0,420.96,974.78,0.261,0.26,8.78,21.92,4.6,,6.65,0.3,0
37641,15.0,354.0,23.6,19.53,0.733,0.47,8.47,,3.34,0.52,8.53,0.73,0
37642,19.0,279.0,14.68,,0.158,0.21,,19.97,5.68,0.69,,0.0,0
37643,11.0,257.0,23.36,33.46,0.364,0.18,9.37,20.83,3.95,0.6,8.82,0.64,0
37644,14.0,535.0,38.21,21.02,0.5,0.71,,21.97,2.09,0.0,9.0,0.79,0
37645,12.0,618.0,51.5,49.19,,0.17,9.23,,3.47,2.72,,,0
37646,11.0,156.0,14.18,9.9,0.091,1.0,11.22,11.87,0.22,0.0,9.0,1.0,0
37647,26.0,2318.0,89.15,57.9,0.2689999999999999,0.04,,17.57,2.59,0.0,,,0
37648,13.0,1329.0,102.23,138.86,0.308,0.46,8.63,,,0.0,9.0,0.62,0
37649,17.0,561.0,33.0,36.45,0.941,0.65,0.03,23.78,,0.0,9.0,0.47,0
37650,23.0,1428.0,62.09,49.45,0.7829999999999999,,7.88,,2.97,0.69,,0.78,0
37651,11.0,6937.0,630.64,,0.364,0.45,7.55,20.93,4.18,0.0,9.0,0.45,0
37652,,,21.08,16.85,0.6920000000000001,0.38,0.28,21.3,6.79,0.0,9.0,,0
37653,11.0,2083.0,189.36,252.93,0.273,0.45,9.08,20.1,4.88,0.0,11.0,0.27,0
37654,11.0,179.0,16.27,13.08,0.364,0.18,9.25,16.8,3.38,0.0,,0.82,0
37655,78.0,3848.0,49.33,28.56,0.013,,10.72,17.15,1.75,0.0,9.0,1.0,1
37656,21.0,,29.0,24.5,,,11.43,13.85,,0.0,9.0,1.0,0
37657,11.0,481.0,43.73,,0.545,0.55,10.37,23.23,4.71,,9.0,0.55,0
37658,28.0,330.0,11.79,,0.107,0.29,8.87,13.88,1.9,0.0,,0.57,0
37659,22.0,491.0,22.32,20.76,0.091,0.64,,,3.01,0.43,8.91,0.73,0
37660,16.0,2491.0,155.69,224.34,,0.38,6.47,20.68,4.27,0.68,8.75,0.31,0
37661,,195.0,16.25,16.26,,0.67,,22.78,0.91,0.45,,0.0,0
37662,23.0,,94.3,98.1,0.652,0.09,8.08,19.95,2.65,0.0,9.0,0.78,0
37663,21.0,1308.0,62.29,66.64,0.429,0.24,2.13,18.52,6.01,0.97,,0.38,0
37664,,,28.33,,0.833,0.67,0.18,23.0,,0.0,,,0
37665,15.0,530.0,35.33,39.81,,0.27,,18.92,4.23,0.0,9.0,,0
37666,15.0,1918.0,127.87,212.93,0.467,0.6,0.62,,6.29,1.06,,,0
37667,,1479.0,42.26,55.84,0.2289999999999999,0.83,9.05,16.17,1.8,0.0,9.0,0.77,0
37668,13.0,506.0,,24.74,,0.62,0.45,21.77,,0.55,8.85,,0
37669,26.0,3431.0,131.96,191.8,0.115,0.31,8.18,23.9,4.83,1.49,10.85,,0
37670,,692.0,49.43,53.61,0.286,,,19.93,2.36,0.0,9.0,0.71,0
37671,,,,23.86,0.138,0.41,7.28,22.67,4.46,,,,0
37672,21.0,992.0,47.24,,0.095,0.19,,22.37,,0.0,9.0,0.71,0
37673,,842.0,36.61,,0.087,1.0,17.92,19.45,0.53,,9.0,0.09,0
37674,,,91.86,112.51,,0.43,8.3,23.05,4.9,0.0,9.0,0.36,0
37675,54.0,406.0,7.52,15.72,0.111,0.28,,23.77,8.72,,8.56,0.06,0
37676,,577.0,52.45,38.1,,0.64,6.58,17.78,3.7,0.3,8.09,0.91,0
37677,13.0,,105.46,195.78,0.6920000000000001,0.23,8.73,,3.86,0.38,,0.62,0
37678,13.0,482.0,37.08,,0.615,0.38,4.52,18.32,,0.0,9.0,,0
37679,15.0,492.0,32.8,32.36,0.5329999999999999,,,22.32,5.55,1.52,8.2,0.47,0
37680,14.0,583.0,,47.41,0.429,0.5,7.03,15.62,2.27,,8.64,0.93,0
37681,24.0,789.0,32.88,52.97,,0.33,0.0,,7.47,0.56,,0.25,0
37682,21.0,,8.14,,0.5710000000000001,0.14,0.57,23.92,7.2,0.0,9.0,0.1,0
37683,14.0,1705.0,121.79,148.87,0.143,0.29,6.77,19.8,,0.0,,0.36,0
37684,13.0,638.0,,33.24,,0.46,4.93,21.52,6.71,,8.69,0.23,0
37685,,430.0,39.09,18.45,0.364,0.82,11.32,12.98,0.61,0.3,9.09,1.0,0
37686,11.0,3211.0,,,0.455,0.27,9.28,20.58,4.28,0.0,9.0,,0
37687,13.0,,30.85,,0.154,0.08,0.37,,10.23,0.0,9.0,,0
37688,113.0,,53.14,49.38,0.035,0.96,10.15,,1.76,,8.73,1.0,0
37689,16.0,515.0,32.19,29.71,0.25,0.5,6.43,,,0.81,8.63,0.63,0
37690,,688.0,38.22,28.55,0.722,0.5,0.98,23.72,7.63,0.24,8.94,,0
37691,12.0,479.0,39.92,,0.667,0.33,14.5,21.02,2.44,0.0,9.0,,0
37692,12.0,497.0,41.42,28.87,0.5,0.42,11.42,22.55,3.62,0.39,8.17,,0
37693,81.0,2259.0,,0.57,0.012,0.01,0.38,23.12,,0.0,9.0,0.22,0
37694,11.0,418.0,38.0,15.6,0.455,0.27,8.42,20.8,5.34,0.0,9.0,,0
37695,11.0,870.0,,142.28,0.182,0.09,,16.43,,0.0,9.0,1.0,0
37696,12.0,,20.58,12.18,0.75,0.42,6.55,20.07,5.53,0.0,9.0,,0
37697,11.0,727.0,,130.83,0.455,0.27,9.58,,,0.0,9.0,0.82,0
37698,29.0,705.0,24.31,20.14,0.172,0.07,,,,0.52,9.14,0.17,0
37699,13.0,,35.54,,0.154,1.0,11.98,12.58,0.2,0.0,,,1
37700,14.0,636.0,45.43,,,0.86,0.65,22.63,,0.0,9.0,0.21,0
37701,12.0,1363.0,113.58,212.74,,0.5,1.4,17.03,,0.89,8.33,0.33,0
37702,11.0,285.0,25.91,28.82,0.636,0.55,11.2,,3.3,,9.0,0.91,0
37703,,1472.0,49.07,40.81,0.3329999999999999,0.6,6.75,21.57,,0.93,8.4,0.63,0
37704,11.0,1961.0,178.27,409.53,0.455,0.82,9.97,,3.4,1.21,8.45,0.82,0
37705,13.0,,17.31,9.88,0.154,0.54,,18.65,4.84,,8.69,0.15,0
37706,12.0,551.0,45.92,,0.3329999999999999,,8.97,20.9,4.91,0.78,8.67,,0
37707,17.0,187.0,11.0,5.78,0.882,0.06,4.95,10.63,2.15,0.0,9.0,0.18,0
37708,12.0,601.0,50.08,38.39,0.417,0.33,,20.13,3.53,0.0,9.0,0.67,0
37709,,1444.0,21.24,23.76,0.779,0.65,0.23,23.98,7.3,0.0,,,0
37710,,381.0,34.64,23.72,0.818,0.36,9.67,,,0.0,9.0,,0
37711,,788.0,52.53,42.43,0.133,0.07,11.87,15.65,1.61,0.0,,1.0,0
37712,34.0,664.0,19.53,19.26,0.765,,2.23,22.98,,0.0,9.0,0.47,0
37713,80.0,,52.39,33.85,0.05,,10.5,19.8,2.99,0.0,9.0,0.84,1
37714,12.0,3500.0,,630.85,0.1669999999999999,,5.63,20.72,4.19,,9.0,0.75,0
37715,15.0,451.0,30.07,26.68,0.3329999999999999,0.6,1.47,,,1.19,8.47,,0
37716,,1663.0,43.76,35.73,0.6579999999999999,0.5,14.28,22.82,2.21,0.45,8.89,0.32,0
37717,14.0,879.0,62.79,,0.214,0.07,20.95,,0.21,0.0,3.0,0.0,0
37718,11.0,1077.0,,67.95,0.364,0.09,12.27,21.5,4.65,0.0,9.0,0.45,0
37719,,941.0,67.21,72.49,0.7859999999999999,0.57,10.03,21.32,3.42,,9.0,0.93,0
37720,,597.0,37.31,22.59,0.313,0.38,10.05,15.53,,2.28,7.5,,0
37721,19.0,669.0,,24.32,0.632,,3.7,22.0,5.66,0.0,9.0,0.42,0
37722,12.0,1002.0,83.5,62.81,0.583,0.42,0.35,20.55,,0.0,,0.0,0
37723,18.0,760.0,42.22,45.28,0.278,0.28,6.85,17.92,3.79,0.0,9.0,0.5,0
37724,,664.0,55.33,70.13,0.75,0.58,,21.6,4.56,0.0,9.0,0.33,0
37725,,125.0,9.62,5.71,1.0,0.77,0.62,23.7,,0.0,9.0,0.46,0
37726,12.0,981.0,81.75,66.96,0.25,,15.2,22.08,2.63,0.0,9.0,,0
37727,47.0,1042.0,22.17,,0.064,0.23,0.1,23.8,5.89,0.62,8.79,0.15,0
37728,,,164.25,315.17,0.833,0.42,7.43,,5.63,0.0,,0.17,0
37729,15.0,,652.27,,0.2,0.4,,,3.23,0.0,11.0,0.13,0
37730,32.0,4587.0,143.34,346.93,0.188,0.06,13.02,22.53,,0.71,5.13,0.06,0
37731,11.0,1031.0,,,0.182,0.36,5.75,21.33,4.01,0.9,8.73,0.64,0
37732,103.0,7130.0,69.22,66.87,,0.99,10.17,,2.85,0.24,8.02,0.58,1
37733,26.0,,24.62,11.92,,0.85,10.02,,2.34,0.0,9.0,1.0,0
37734,,448.0,40.73,33.68,,0.45,9.97,19.38,2.79,0.81,8.64,0.64,0
37735,,217.0,,,0.833,0.58,,23.97,9.78,,9.0,0.25,0
37736,11.0,185.0,,17.28,0.091,,,13.83,1.74,0.0,8.0,0.55,0
37737,11.0,502.0,45.64,,0.455,0.55,12.1,,3.59,,8.82,0.64,0
37738,12.0,252.0,21.0,14.52,0.833,,,19.45,4.65,0.0,,0.58,0
37739,14.0,,52.86,54.02,1.0,,0.67,,5.71,0.0,9.0,0.14,0
37740,32.0,1725.0,53.91,44.89,0.125,0.94,10.38,,1.67,,9.0,1.0,0
37741,,827.0,51.69,42.45,0.5,0.56,10.6,20.5,,,9.0,0.19,0
37742,23.0,1551.0,67.43,70.96,,0.22,0.5,23.9,6.16,0.86,8.74,,0
37743,12.0,724.0,60.33,31.23,0.1669999999999999,0.08,10.48,19.93,3.59,0.0,5.0,,0
37744,11.0,11610.0,1055.45,367.23,,1.0,20.27,23.65,1.2,0.0,10.0,,0
37745,12.0,1555.0,129.58,329.19,0.3329999999999999,0.42,5.8,19.28,3.58,0.0,9.0,0.08,0
37746,21.0,2081.0,99.1,85.32,0.143,0.1,,20.63,4.96,,,0.05,0
37747,15.0,1750.0,116.67,146.2,0.667,0.4,9.28,19.2,3.74,1.01,9.8,0.6,0
37748,14.0,181.0,12.93,,0.7140000000000001,0.21,8.88,20.37,2.7,,9.0,0.71,0
37749,11.0,2956.0,268.73,383.34,0.273,0.27,10.33,19.48,3.51,0.0,11.0,,0
37750,15.0,1107.0,73.8,,0.267,0.13,2.17,,4.26,0.0,,0.4,0
37751,109.0,,43.4,23.61,0.064,,10.92,20.57,2.91,0.0,9.0,0.68,1
37752,12.0,704.0,58.67,36.43,0.5,0.75,12.75,19.65,2.1,0.0,,,0
37753,25.0,1191.0,,,0.44,0.44,7.78,23.8,5.63,0.98,8.72,0.24,0
37754,16.0,720.0,45.0,16.47,0.25,0.56,6.2,,3.91,0.0,9.0,0.63,0
37755,11.0,398.0,36.18,16.6,0.364,0.27,8.42,,3.59,0.5,,,0
37756,11.0,292.0,26.55,23.32,,0.36,8.25,19.2,,0.0,9.0,0.27,0
37757,21.0,474.0,22.57,,0.81,0.52,2.52,23.2,4.73,0.0,,0.38,0
37758,11.0,,1126.09,125.34,0.091,0.36,20.12,23.55,1.18,0.0,10.0,0.0,0
37759,18.0,364.0,20.22,13.81,,0.67,11.48,22.03,3.02,0.0,9.0,0.56,0
37760,11.0,,28.09,12.87,0.727,0.55,,,6.39,0.81,8.64,0.64,0
37761,16.0,362.0,22.63,11.45,0.4379999999999999,0.5,1.02,23.2,5.43,0.0,9.0,0.13,0
37762,49.0,2388.0,48.73,48.49,0.0819999999999999,0.16,16.92,,1.05,1.99,7.37,,0
37763,23.0,,180.65,,0.261,0.13,12.22,23.88,3.81,0.58,10.83,0.48,0
37764,76.0,8752.0,,,0.145,,0.02,22.77,6.58,0.2,3.96,0.28,0
37765,,1839.0,70.73,153.44,0.769,0.81,,,1.94,0.0,9.0,0.88,0
37766,11.0,487.0,44.27,,0.545,,,19.95,2.83,0.3,,0.91,0
37767,24.0,1091.0,45.46,25.59,,0.5,6.9,20.45,,,,0.46,0
37768,23.0,2669.0,116.04,185.14,0.7390000000000001,0.65,8.77,15.15,1.95,0.42,,0.83,0
37769,13.0,312.0,24.0,32.78,0.385,,8.58,21.15,2.67,0.0,9.0,0.85,0
37770,17.0,761.0,44.76,39.54,0.118,0.18,10.97,19.73,2.09,2.01,5.82,0.06,0
37771,12.0,,27.0,17.47,0.833,0.58,7.42,23.95,,0.0,9.0,,0
37772,13.0,138.0,10.62,18.53,1.0,0.15,9.63,11.18,0.64,0.0,,0.31,0
37773,24.0,22649.0,,1434.16,0.375,0.04,0.37,20.75,6.47,0.0,5.0,0.38,0
37774,16.0,618.0,38.63,,,,7.9,16.17,2.52,0.0,9.0,0.75,0
37775,77.0,2349.0,30.51,28.67,0.026,0.6,,23.1,8.81,0.0,9.0,0.21,0
37776,,395.0,30.38,21.53,0.5379999999999999,0.38,9.57,,2.85,,8.85,0.77,0
37777,11.0,314.0,,14.92,0.818,0.36,,20.17,4.63,,9.0,,0
37778,196.0,3733.0,19.05,14.94,0.026,1.0,11.32,,2.82,0.0,9.0,0.69,1
37779,,1204.0,,80.82,0.176,,7.65,21.07,2.87,1.0,8.65,0.71,0
37780,14.0,1173.0,83.79,110.38,,0.36,,22.78,3.91,0.73,8.71,0.71,0
37781,18.0,578.0,,,,,0.55,,6.5,1.28,8.33,0.17,0
37782,11.0,2209.0,200.82,,0.545,0.18,8.22,,,0.0,,0.45,0
37783,18.0,2976.0,165.33,169.98,0.222,0.06,15.83,18.88,,0.0,9.0,0.83,0
37784,,588.0,,31.06,0.923,0.77,1.68,23.7,7.01,0.0,9.0,0.23,0
37785,33.0,1490.0,,55.59,0.182,1.0,13.05,22.8,2.15,0.35,8.94,,0
37786,22.0,1377.0,62.59,64.11,0.409,0.77,9.05,20.83,,0.0,9.0,,0
37787,19.0,228.0,,6.24,0.211,0.53,,22.02,,0.0,9.0,0.21,0
37788,17.0,,42.59,40.04,0.529,0.71,10.25,,1.24,0.0,9.0,1.0,0
37789,15.0,410.0,27.33,27.96,0.867,,0.02,22.53,7.85,0.77,,,0
37790,13.0,13221.0,1017.0,0.0,0.077,0.85,20.13,23.6,1.13,0.0,10.0,0.0,0
37791,16.0,2918.0,,,0.25,0.13,6.83,21.3,4.62,0.0,9.0,0.44,0
37792,24.0,1104.0,46.0,,,0.33,7.57,,5.25,0.0,9.0,,0
37793,12.0,,5.5,0.9,0.083,0.08,,13.37,1.95,0.0,7.0,0.33,0
37794,21.0,2718.0,129.43,120.86,,0.57,9.43,20.03,2.97,0.48,8.86,0.76,0
37795,,6016.0,,389.77,,0.14,0.53,,6.68,0.94,5.1,0.1,0
37796,,1218.0,,,0.444,0.7,,20.73,6.75,0.38,8.93,0.52,0
37797,18.0,1386.0,77.0,248.0,1.0,,10.95,17.83,1.79,0.0,9.0,1.0,0
37798,11.0,,,60.7,,0.27,0.43,20.38,8.67,0.0,9.0,0.18,0
37799,,570.0,,53.32,0.429,,,18.53,3.86,0.0,9.0,0.21,0
37800,12.0,487.0,,46.71,0.417,0.42,,,3.61,0.0,9.0,0.58,0
37801,11.0,,68.73,,0.364,0.09,5.78,8.4,1.02,0.0,5.0,0.0,0
37802,20.0,,46.7,53.6,0.55,,9.78,,4.53,0.62,8.8,0.5,0
37803,24.0,,63.38,,0.292,,11.83,19.7,2.68,0.0,9.0,,0
37804,34.0,472.0,,16.46,,,18.23,19.33,0.3,0.0,,,0
37805,12.0,645.0,53.75,54.43,0.3329999999999999,,11.05,20.95,4.38,1.04,8.0,,0
37806,,866.0,50.94,,0.235,0.35,8.07,,4.84,0.87,8.53,,0
37807,23.0,2842.0,123.57,,0.261,0.26,8.72,,3.26,0.0,9.0,0.7,0
37808,11.0,617.0,56.09,48.89,0.545,,9.98,16.8,2.68,0.0,9.0,0.91,0
37809,11.0,528.0,48.0,23.27,0.182,1.0,17.87,19.8,0.82,0.0,9.0,0.09,0
37810,26.0,461.0,17.73,19.74,0.154,1.0,18.4,19.18,0.19,0.0,9.0,0.0,0
37811,11.0,396.0,36.0,24.03,0.909,0.27,2.27,19.25,5.88,0.0,9.0,,0
37812,12.0,1008.0,84.0,75.9,0.417,0.58,9.1,12.87,1.08,,,,0
37813,15.0,2070.0,138.0,198.79,,,9.35,,3.87,0.0,9.0,0.6,0
37814,14.0,957.0,68.36,,0.214,0.07,6.38,19.23,,0.0,9.0,,0
37815,84.0,5751.0,68.46,128.29,0.107,0.93,,,1.99,0.38,7.14,0.64,1
37816,11.0,1259.0,114.45,91.33,,0.27,13.85,21.58,2.64,0.0,9.0,0.55,0
37817,13.0,681.0,52.38,,0.5379999999999999,0.54,9.55,,4.94,0.0,9.0,0.23,0
37818,154.0,4999.0,32.46,17.12,,0.99,10.92,,2.87,,9.0,0.73,1
37819,,2443.0,187.92,377.96,0.077,,,21.0,4.48,0.0,10.0,0.38,0
37820,14.0,701.0,50.07,66.29,0.7140000000000001,0.71,15.27,20.63,1.92,0.0,9.0,0.43,0
37821,,270.0,12.27,,0.909,0.41,8.65,,,0.0,,,0
37822,15.0,1115.0,,,,0.53,7.12,18.57,,0.52,8.87,,0
37823,14.0,1155.0,82.5,46.37,,0.07,,,,0.0,9.0,1.0,0
37824,11.0,214.0,19.45,17.41,,,0.53,23.63,,0.0,9.0,0.45,0
37825,21.0,,,,0.667,0.76,11.53,16.88,1.54,0.0,9.0,1.0,0
37826,,1691.0,105.69,125.05,0.5,0.31,15.88,21.73,2.1,0.0,9.0,0.44,0
